,name,locality,region,postal_code,latitude,longitude,dgcr_id,year_established,tee_type,basket_type,holes,length,hours_to_play,multiple_layouts,hills,woods,par,sse,difficulty,rating,rating_count
4360,Par-West,Monticello,MN,55362,45.317355,-93.828091,2419,2007,Other,DISCatcher,9,2200,1.77,False,0,0,34,19.9,-1.5666666666666669,2.12,13
6266,Vandalia DGC,Vandalia,IL,62471,38.973181,-89.105376,2412,2007,Concrete,Mach 2,9,2200,1.77,False,0,1,28,22.3,-0.6333333333333333,1.85,10
553,Bovine Nine,Hot Springs,AR,71901,34.451581,-93.000112,7875,2013,Rubber,DGA,9,2200,1.77,False,0,0,27,20.7,-0.7000000000000001,3.13,4
6727,WSU-Vancouver,Vancouver,WA,98686,45.730155,-122.63299,750,2006,Mixed,DGA,9,2200,1.77,False,1,0,29,19.2,-1.088888888888889,0.71,12
3547,Manila Bay DGC,Manila,CA,95521,40.851987,-124.16228,992,2004,Concrete,Mach 2,9,2200,1.77,True,0,0,27,20.2,-0.7555555555555556,2.35,13
2945,Kekionga Park,Decatur,IN,46733,40.82186,-84.912649,6669,2013,Grass,Basket,9,2200,1.77,False,1,0,27,19.2,-0.8666666666666667,2.38,4
4244,Olin College DGC,Needham,MA,02492,42.290659,-71.262506,4885,2009,Natural,DGA,9,2200,1.77,False,0,0,27,20.6,-0.7111111111111109,2.2,10
5757,Tannersville DGC,Tannersville,NY,12485,42.193708,-74.129269,8466,2016,Grass,Mach 5,9,2200,1.77,False,0,0,27,20.7,-0.7000000000000001,4.0,1
2214,Gower Park,Greenville,SC,29607,34.828518,-82.349602,241,2003,Concrete,DISCatcher,9,2200,1.77,False,0,1,27,21.8,-0.5777777777777777,1.94,16
5350,Silver Lake DGC,Lake Park,IA,51347,43.447192,-95.324677,6744,2012,Concrete,DGA,9,2200,1.77,False,0,0,27,20.5,-0.7222222222222222,2.0,3
345,Beaver Dick Park,Rexburg,ID,83440,43.826055,-111.90657,10891,2019,Grass,Dynamic Patriot,9,2200,1.77,False,0,0,21,20.7,-0.03333333333333341,2.0,1
3480,Lum Park,Brainerd,MN,56401,46.368408,-94.166855,1502,1996,Dirt,Mach 5,9,2200,1.77,True,0,0,27,22.4,-0.5111111111111113,2.66,19
875,Carver Park DGC,Keene,TX,76059,32.407284,-97.323235,5370,2012,Grass,DISCatcher,9,2200,1.77,False,0,0,27,23.0,-0.4444444444444444,2.5,18
460,Black Butte DGC,Shingletown,CA,96088,40.518558,-121.933495,2635,2006,Concrete,Basket,9,2200,1.77,False,0,2,27,22.5,-0.5,3.0,3
5317,Shoals DGC,Pinnacle,NC,27043,36.303108,-80.500013,5716,2011,Other,DISCatcher,9,2200,1.77,False,1,1,29,22.1,-0.7666666666666665,2.38,4
5964,Thelma Stovall Park,Munfordville,KY,42765,37.26835,-85.887867,7927,2015,Natural,DISCatcher,9,2199,1.77,False,0,0,29,20.7,-0.9222222222222223,1.5,1
1495,Dinglewood Disc Golf,Columbus,GA,31906,32.470266,-84.971325,7236,2014,Concrete,Kingpin,10,2198,1.77,True,2,1,27,22.1,-0.4899999999999999,2.63,8
3937,Mulberry DGC,Mulberry,AR,72947,35.505802,-94.05851,7235,2014,Concrete,DGA,9,2198,1.77,False,1,1,27,22.1,-0.5444444444444443,4.0,1
2521,High Point DGC,Bertram,IA,52403,41.945819,-91.540506,9092,2017,Concrete,Mach 2,9,2197,1.77,False,1,1,27,22.1,-0.5444444444444443,3.0,2
2045,Freedom Hills DGC,Red Bay,AL,35582,34.440039,-88.112802,9452,2017,Crushed Brick,Dynamic Patriot,9,2196,1.77,False,0,1,27,22.1,-0.5444444444444443,1.75,2
5521,Sportsman's Park DGC,Laurens,IA,50554,42.844046,-94.84128,5175,2011,Concrete,Mach New 2,9,2196,1.77,False,0,0,28,20.7,-0.8111111111111112,3.0,1
4709,Raintree Park,Troy,MI,48083,42.573635,-83.112167,253,1981,Concrete,Mach 1,9,2194,1.77,False,0,0,27,21.2,-0.6444444444444445,2.11,32
6194,University of Central Florida,Orlando,FL,32733,28.592727,-81.201727,4001,2008,Natural,DISCatcher,9,2194,1.77,False,0,0,27,20.6,-0.7111111111111109,1.85,13
4510,Pine Park DGC,Balsam Lake,WI,54810,45.450272,-92.455834,5152,2012,Pavers,DGA,9,2193,1.77,True,1,1,27,22.0,-0.5555555555555556,3.2,5
2156,Girard Park,Lafayette,LA,70503,30.20661,-92.01893,634,1992,Woodchips,DISCatcher,9,2192,1.77,False,0,0,32,20.6,-1.2666666666666666,1.7,5
6124,Turtle Creek Park DGC,Hartford,SD,57033,43.620272,-96.937394,5674,2012,Natural,Mach 2,9,2190,1.77,False,0,0,30,20.6,-1.0444444444444443,1.0,2
2195,Goodfield Park,Goodfield,IL,61742,40.631012,-89.266577,9990,2017,Concrete,DGA,9,2190,1.77,False,0,0,27,20.6,-0.7111111111111109,2.5,1
6327,Volunteer Ridge DGC,Dresden,TN,38225,36.28245,-88.697665,8186,2016,Natural,Prodigy,10,2190,1.77,True,1,1,30,19.7,-1.03,2.83,3
6429,Weber State DGC,Ogden,UT,84408,41.181419,-111.946953,9336,2017,Natural,DISCatcher,9,2187,1.76,False,0,0,27,20.6,-0.7111111111111109,2.5,1
3081,Lagoon Park,Montevideo,MN,56265,44.951099,-95.7276,5740,2012,Concrete,DISCatcher,9,2185,1.76,False,0,1,27,22.0,-0.5555555555555556,3.17,6
3797,Milwaukee County Sports Complex,Franklin,WI,53132,42.87949,-87.98808,1562,2005,Mixed,Chainstar,9,2184,1.76,False,1,0,27,20.6,-0.7111111111111109,2.2,20
5145,Sandy Dunes Disc Golf,Eddyville,IA,52553,41.160069,-92.61635,2944,2008,Concrete,DISCatcher,9,2183,1.76,False,1,1,27,22.0,-0.5555555555555556,2.38,4
585,Brazos Park DGC,Rosenberg,TX,77471,29.564861,-95.811222,6817,2014,Concrete,Mach 5,9,2181,1.76,False,1,0,27,20.6,-0.7111111111111109,2.64,7
5177,Scera Park,Orem,UT,84058,40.285992,-111.688203,6900,2014,Grass,Basket,9,2181,1.76,False,0,0,33,20.6,-1.3777777777777775,2.17,9
3027,Kiwanis Woodlot Park,Mitchell,SD,57301,43.733499,-98.031344,1430,2005,Concrete,Basket,9,2180,1.76,False,0,0,27,19.8,-0.7999999999999999,2.17,6
5102,Sabo Park,Brewster,OH,44613,40.709873,-81.604214,652,2005,Concrete,Basket,9,2180,1.76,False,0,1,27,22.0,-0.5555555555555556,1.7,10
4692,Quinlan Park,Quinlan,TX,75474,32.90365,-96.1349,8627,2016,Concrete,DISCatcher,9,2180,1.76,False,0,0,27,20.6,-0.7111111111111109,2.33,6
4306,Our Savior Lutheran Church,Austin,TX,78753,30.387079,-97.65165,1654,2003,Dirt,Basket,9,2179,1.76,False,0,0,27,20.6,-0.7111111111111109,1.65,23
655,Buccaneer Bay DGC,North Charleston,SC,29406,32.979189,-80.068612,2832,2008,Grass,DISCatcher,9,2179,1.76,False,0,0,34,20.6,-1.4888888888888887,1.81,8
2419,Haulapai Mtn. Park - Deer Canyon,Kingman,AZ,86401,35.10572,-113.89454,4978,2011,Dirt,Mach 2,9,2179,1.76,True,2,2,27,23.4,-0.40000000000000013,3.57,7
1271,Cozad Muny Park,Cozad,NE,69130,40.864476,-99.995782,516,2001,Grass,Home Made,9,2176,1.76,False,0,0,38,20.5,-1.9444444444444444,0.75,4
6411,Watts Park,Glencoe,IL,60022,42.124459,-87.753847,797,1996,Astroturf,Mach 1,9,2175,1.76,False,0,0,31,20.6,-1.1555555555555554,2.28,18
1740,Elm Creek DGC,Iola,KS,66749,37.911974,-95.405472,7642,2015,Concrete,DISCatcher,9,2175,1.76,False,0,1,27,22.0,-0.5555555555555556,3.17,3
900,Cave Springs DGC,Falls of Rough,KY,40119,37.573384,-86.495136,6446,2013,Natural,DGA,9,2175,1.76,False,1,2,28,24.0,-0.4444444444444444,3.25,2
1876,Fedd Fairways DGC,Austin,TX,78735,30.253118,-97.901015,6428,2013,Natural,Basket,9,2172,1.76,False,0,0,27,20.6,-0.7111111111111109,2.75,4
2144,Georgetown School DGC,Georgetown,CA,95634,38.908708,-120.831519,3359,2009,Natural,DISCatcher,9,2171,1.76,False,1,1,27,21.9,-0.5666666666666669,2.83,6
4715,Ramsey Jr. High School DGC,Fort Smith,AR,72901,35.351261,-94.411537,8355,2015,Natural,Lightning DB-5,9,2170,1.76,False,0,0,27,20.6,-0.7111111111111109,0.5,1
1483,Diamond Lake Slough,Mundelein,IL,60060,42.247801,-88.019637,3412,2009,Rubber,Mach 5,9,2169,1.76,False,0,1,27,21.9,-0.5666666666666669,2.0,18
4340,Palmer Park,Brady,NE,69123,41.024682,-100.369066,4544,2006,Grass,Mach 2,9,2169,1.76,False,0,0,27,20.5,-0.7222222222222222,0.67,3
4605,Poplar Hall 9,Norfolk,VA,23502,36.843917,-76.213013,9674,2018,Woodchips,Chainstar,9,2167,1.76,False,0,1,27,25.4,-0.17777777777777792,3.38,4
817,Camp Zephyr DGC,Sandia,TX,78383,28.126494,-97.923803,5834,2012,Natural,DISCatcher,9,2166,1.76,False,0,0,27,20.5,-0.7222222222222222,2.5,1
3002,King's Mountain Point DGC,Troy,NC,27371,35.453504,-80.080848,3595,2009,Natural,DISCatcher,9,2166,1.76,True,0,1,27,21.9,-0.5666666666666669,1.25,4
5829,The Creek @ Inwood Hollow,San Antonio,TX,78248,29.598,-98.5367,3606,2009,Dirt,DISCatcher,9,2166,1.76,False,0,2,27,23.4,-0.40000000000000013,2.7,5
1424,Dechairo Park,Westmoreland,KS,66426,39.399115,-96.409232,6614,2012,Grass,Home Made,11,2166,1.76,True,1,1,31,21.1,-0.8999999999999999,2.0,1
618,Brink Park,Lyons,NE,68038,41.937,-96.479,10941,2019,Concrete,Basket,9,2166,1.76,False,0,0,28,20.5,-0.8333333333333334,4.0,1
3900,Mount Simon Park,Eau Claire,WI,54703,44.831929,-91.502048,1578,1988,Concrete,DISCatcher,9,2165,1.76,False,0,1,27,22.8,-0.46666666666666656,3.23,13
2179,Glover Park,Nashville,NC,27856,35.957512,-77.957658,6824,2014,Natural,DN Liberty,9,2165,1.76,False,0,0,27,20.5,-0.7222222222222222,1.92,6
1002,Chatham County Comm. College,Pittsboro,NC,27312,35.722319,-79.190789,4603,2011,Mixed,Home Made,6,2165,1.76,False,0,0,18,16.6,-0.2333333333333331,1.21,7
3319,Liberty Park,Batesville,IN,47006,39.29059,-85.22113,7218,2014,Grass,Mach 5,9,2164,1.76,False,0,0,27,20.5,-0.7222222222222222,2.2,5
1622,Eagle Middle School,Eagle,ID,83616,43.707571,-116.365832,9246,2016,Mixed,DISCatcher,9,2162,1.75,False,0,0,27,20.5,-0.7222222222222222,2.0,1
676,Buffalo Park DGC,Springfield,NE,68059,41.079828,-96.128561,9121,2017,Concrete,DISCatcher,9,2162,1.75,False,0,0,29,20.5,-0.9444444444444444,2.5,3
6291,Veterans Memorial Park,Clarksburg,WV,26301,39.27423,-80.36585,852,2006,Grass,DISCatcher,9,2160,1.75,False,2,1,27,20.6,-0.7111111111111109,1.56,8
3680,Mead Park,Stevens Point,WI,54481,44.521108,-89.592369,1539,1995,Concrete,Mach 3,9,2157,1.75,False,0,0,27,20.5,-0.7222222222222222,1.8,15
1202,Community Park,Palos Heights,IL,60463,41.673995,-87.810186,6213,2013,Natural,DISCatcher,9,2156,1.75,False,0,0,29,20.9,-0.9000000000000001,2.14,11
2408,Hartsuff Park DGC,Rockland,MA,02370,42.14031,-70.901794,8326,2015,Turf,Basket,9,2156,1.75,False,0,1,34,22.3,-1.2999999999999998,2.29,7
1830,Fairfield Township Community DGC,Hamilton,OH,45011,39.404217,-84.493532,3027,2008,Concrete,Chainstar,9,2155,1.75,False,0,2,34,23.3,-1.1888888888888889,1.82,14
2373,Harcrest Park,Butler,PA,16002,40.767197,-79.95154,9633,2017,Concrete,Mach New 2,9,2155,1.75,False,1,0,36,20.5,-1.7222222222222223,2.5,3
2572,Hingiss Park DGC,Kiel,WI,53042,43.909944,-88.033635,1359,2006,Concrete,Mach 5,9,2153,1.75,False,0,1,33,21.9,-1.2333333333333334,1.92,6
6316,Virginia Wesleyan College,Virginia Beach,VA,23455,36.869343,-76.18731,3008,2007,Grass,DISCatcher,9,2152,1.75,False,0,0,28,20.5,-0.8333333333333334,2.13,8
3587,Martin County West DGC,Sherburn,MN,56171,43.657387,-94.731097,8458,2016,Natural,DGA,9,2150,1.75,True,0,1,27,21.8,-0.5777777777777777,3.0,1
5931,The Sammy,Danielsville,GA,30633,34.141896,-83.236394,10231,2018,Granite Sand,DISCatcher,9,2150,1.75,False,0,0,27,20.5,-0.7222222222222222,3.25,2
3394,Little Salt Wash Park,Fruita,CO,81521,39.169294,-108.722339,115,2006,Concrete,Mach 3,9,2150,1.75,True,1,2,27,23.3,-0.41111111111111104,3.0,11
1887,Ferns Park,Woodland,CA,95695,38.669533,-121.7966,510,1980,Concrete,Mach X,9,2150,1.75,False,0,0,27,20.5,-0.7222222222222222,2.64,14
1186,Columbia Village DGC,Boise,ID,83716,43.550453,-116.13778,1142,2005,Grass,Mach 2,10,2149,1.75,False,0,0,30,21.9,-0.8100000000000002,2.56,8
2684,Hurricane Shoals Park,Maysville,GA,30558,34.215496,-83.543605,9675,2018,Gravel,Basket,9,2149,1.75,False,1,0,27,20.5,-0.7222222222222222,2.0,1
744,Calvary Christian School DGC,Indianapolis,IN,46027,39.712508,-86.118404,5453,2012,Grass,Spiderweb3,9,2148,1.75,True,0,0,27,20.5,-0.7222222222222222,1.58,6
1132,Clinton DGC,Clinton,UT,84015,41.14602,-112.061204,10707,2019,Concrete,Prodigy,9,2148,1.75,False,0,0,27,20.5,-0.7222222222222222,3.0,1
4381,Pastime Park DGC,Plain City,OH,43064,40.113617,-83.271818,1665,2006,Dirt,DISCatcher,9,2148,1.75,False,0,1,27,21.8,-0.5777777777777777,1.57,7
4783,Refshauge Park,Aurora,NE,68818,40.860856,-97.996947,3964,2007,Grass,Basket,9,2148,1.75,False,0,0,28,20.5,-0.8333333333333334,1.75,6
4591,Poland Spring Resort,Poland,ME,04274,44.026435,-70.365645,5420,2010,Concrete,Mach 5,9,2147,1.75,False,1,2,30,23.3,-0.7444444444444444,2.5,1
5247,Seventh-Day Adventist Church,Hutchinson,MN,55350,44.902741,-94.368863,6641,2013,Natural,DISCatcher,9,2147,1.75,False,0,1,27,21.8,-0.5777777777777777,2.25,2
5068,Rowe Park,Onalaska,WI,54650,43.874177,-91.227829,4582,2011,Concrete,Mach 3,9,2145,1.75,False,0,0,27,20.5,-0.7222222222222222,2.67,18
944,Center of the Nation DGC,Belle Fourche,SD,57717,44.673872,-103.852783,4945,2011,Concrete,Basket,10,2145,1.75,True,0,0,27,20.5,-0.65,2.38,4
4990,Rockwood Central Park,Gresham,OR,97233,45.513717,-122.48096,1771,1980,Concrete,Mach 2,9,2145,1.75,False,0,0,27,20.5,-0.7222222222222222,2.48,21
2385,Harmon Park,Lebanon,OH,45036,39.431834,-84.199141,4486,2011,Rubber,Mach 5,9,2145,1.75,False,0,1,27,21.8,-0.5777777777777777,2.75,8
6620,Willow Mill Park,Silver Spring Township,PA,17055,40.257439,-77.041465,2429,2007,Concrete,DISCatcher,9,2144,1.75,False,0,0,27,20.5,-0.7222222222222222,2.44,16
3818,Misericordia University DGC,Dallas,PA,18612,41.347578,-75.971007,10902,2019,Natural,DISCatcher,9,2143,1.75,False,0,1,27,21.8,-0.5777777777777777,3.0,2
4639,Pratt's Brook Park,Yarmouth,ME,04096,43.820923,-70.187687,6874,2013,Gravel,Basket,9,2143,1.75,False,0,0,34,20.6,-1.4888888888888887,2.6,5
1694,Edgerton DGC,Edgerton,MN,56128,43.871,-96.14,9150,2017,Grass,Mach New 2,9,2140,1.75,False,0,0,27,20.4,-0.7333333333333335,4.0,1
2357,Hampton Rotary 4-Way Test DGC,Hampton,IA,50441,42.741753,-93.20753,1342,2004,Concrete,DISCatcher,9,2139,1.75,False,0,0,27,19.9,-0.7888888888888891,2.5,4
2460,Herb Vik Field,Mazeppa,MN,55956,44.268132,-92.548649,9786,2018,Concrete,Mach 5,9,2137,1.75,False,1,1,28,21.8,-0.6888888888888888,2.5,1
5053,Rotary Park ,Hicksville,OH,43526,41.293406,-84.763223,3301,2007,Grass,Mach 3,9,2137,1.75,False,0,0,30,20.4,-1.0666666666666669,0.86,7
6087,Tri-Township Park,Troy,IL,62294,38.728921,-89.894514,9949,2018,Natural,Mach 5,9,2136,1.75,False,0,0,39,20.4,-2.066666666666667,1.75,2
3976,Narrows Creek DGC,Loganville,WI,53943,43.442425,-90.036228,7767,2015,Mixed,Basket,9,2136,1.75,False,0,0,27,20.4,-0.7333333333333335,2.25,2
782,Camp Henry Horner,Ingleside,IL,60041,42.356498,-88.152071,4578,2011,Grass,DISCatcher,9,2135,1.74,False,0,0,27,20.4,-0.7333333333333335,2.0,1
6048,Tony Silicato Memorial Park DGC,Milford,DE,19963,38.935993,-75.45093,6182,2013,Natural,DISCatcher,9,2135,1.74,False,0,0,31,20.4,-1.177777777777778,1.88,4
3643,McClatchy Park,Sacramento,CA,95814,38.547406,-121.469955,5823,2012,Concrete,DGA,9,2135,1.74,False,0,0,27,20.3,-0.7444444444444444,2.64,11
5686,Sunrise Middle School DGC,Kearney,NE,68847,40.719542,-99.061827,1885,2004,Grass,Mach 3,9,2135,1.74,False,0,0,27,20.4,-0.7333333333333335,1.56,8
5661,Sullivan Park DGC,Chittenango,NY,13037,43.049627,-75.877644,7223,2014,Woodchips,DISCatcher,9,2135,1.74,True,0,0,27,20.4,-0.7333333333333335,3.0,3
5705,Sunset Park DGC,Riverton,WY,82501,43.032651,-108.39316,1889,2003,Grass,Mach 3,9,2132,1.74,False,0,0,26,20.4,-0.6222222222222223,2.33,3
3508,Macon Early College DGC,Franklin,NC,28734,35.159903,-83.380634,4318,2010,Woodchips,DISCatcher,9,2131,1.74,True,1,0,29,24.5,-0.5,2.0,15
2387,Harmony DGC,Harmony,MN,55939,43.557669,-92.011533,7129,2011,Grass,DGA,9,2130,1.74,False,0,0,27,20.4,-0.7333333333333335,2.25,2
6300,Victory Field DGC,Blooming Prairie,MN,55917,43.866,-93.063,7758,2015,Natural,DISCatcher,9,2130,1.74,False,0,0,27,20.4,-0.7333333333333335,1.83,3
2952,Kelly Park,Morrison,IL,61270,41.813405,-89.961442,1417,1999,Concrete,Mach 3,9,2129,1.74,False,1,0,27,20.4,-0.7333333333333335,1.92,6
4209,Ohio State University,Marion,OH,43302,40.577458,-83.091034,8580,2010,Mixed,DISCatcher,9,2128,1.74,False,0,0,27,20.4,-0.7333333333333335,2.0,1
5025,Rooster Rock - East,Corbett,OR,97019,45.54751,-122.22969,1775,2004,Concrete,Mach 5,9,2127,1.74,True,2,2,31,24.8,-0.6888888888888888,2.73,20
2786,Jack Mattox Recreation Complex,Ringgold,GA,30736,34.958369,-85.183976,2664,2008,Concrete,Chainstar,9,2127,1.74,True,0,0,27,20.6,-0.7111111111111109,2.95,29
2348,Hammock Park,Dunedin,FL,34698,28.035717,-82.784485,295,2001,Concrete,Chainstar,9,2126,1.74,True,0,1,27,21.7,-0.588888888888889,2.4,21
596,Brent Johnson Park,Mahomet,IL,61853,40.217537,-88.392423,4731,2011,Concrete,DISCatcher,9,2125,1.74,False,0,0,27,20.4,-0.7333333333333335,1.71,12
2730,Indian Mary Park,Grants Pass (Merlin),OR,97532,42.55205,-123.53995,811,1996,Grass,Home Made,9,2125,1.74,True,1,0,27,20.4,-0.7333333333333335,2.58,6
497,Blue Mountain - Slopeside 9,Danielsville,PA,18038,40.810653,-75.519977,4580,2011,Concrete,DISCatcher,9,2124,1.74,False,2,0,28,20.3,-0.8555555555555555,3.2,5
6759,Zachary Playfield,Minneapolis (Plymouth),MN,55441,45.03545,-93.42124,761,1985,Mixed,Mach 5,9,2123,1.74,False,0,1,27,22.1,-0.5444444444444443,2.0,21
2985,Keweenaw Mountain Lodge,Copper Harbor,MI,49918,47.459368,-87.909508,4179,2010,Dirt,Mach 5,9,2122,1.74,False,2,1,27,21.7,-0.588888888888889,2.75,4
4862,River Hill Park DGC,Lexington,KY,40517,37.968913,-84.48649,3605,2009,Concrete,DISCatcher,9,2121,1.74,True,1,1,30,21.5,-0.9444444444444444,3.0,14
5411,Smith Ridge DGC,Campbellsville,KY,42718,37.289624,-85.305265,7154,2014,Natural,Mach 5,9,2120,1.74,False,0,0,27,20.8,-0.6888888888888888,2.5,1
2507,Hidden Creek DGC,Crown Point,IN,46307,41.471685,-87.393194,7952,2015,Grass,DISCatcher,9,2120,1.74,False,0,0,27,20.4,-0.7333333333333335,1.5,6
1142,Cloverbank Elementary School DGC,Hamburg,NY,14075,42.746772,-78.894417,3966,2010,Grass,DISCatcher,8,2118,1.74,True,0,0,30,19.0,-1.375,1.67,3
6245,Valley Center Community Church DGC,Valley Center,CA,92082,33.24077,-117.023908,5517,2012,Natural,Basket,9,2118,1.74,False,0,0,27,20.3,-0.7444444444444444,2.2,5
3978,NAS Pensacola Corry Station,Pensacola,FL,32507,30.404891,-87.286191,9833,2018,Concrete,Mach 5,9,2117,1.74,False,0,0,27,20.3,-0.7444444444444444,1.5,1
2686,Husky Live Oaks DGC,Houston,TX,77074,29.695172,-95.512117,6338,2013,Grass,Object,9,2117,1.74,False,0,1,26,15.1,-1.2111111111111112,2.13,4
4844,Ripley Park,Cambridge,WI,53523,43.002563,-89.002284,5400,2012,Natural,Kingpin,9,2116,1.74,True,1,1,27,21.7,-0.588888888888889,2.93,7
2968,Kenny Dixon Sports Complex,Bushnell,FL,33513,28.666643,-82.128862,8911,2016,Natural,DISCatcher,9,2115,1.74,False,0,0,27,20.3,-0.7444444444444444,1.5,4
3117,Lake Herman DGC,Madison,SD,57042,43.984254,-97.170795,1444,2003,Grass,Mach 3,9,2115,1.74,False,1,1,32,21.7,-1.1444444444444446,3.0,3
2553,Hillcrest DGC,Kenosha,WI,53142,42.617452,-87.865037,5632,2012,Grass,Basket,9,2115,1.74,False,0,0,27,20.3,-0.7444444444444444,1.83,6
5783,Teutopolis DGC,Teutopolis,IL,62467,39.135204,-88.486619,8016,2014,Concrete,Basket,9,2115,1.74,False,0,1,27,21.7,-0.588888888888889,2.25,4
507,Bluebird Putting Course,Conifer,CO,80433,39.508607,-105.299112,8715,2010,Natural,DGA,20,2114,1.74,True,2,1,40,38.5,-0.075,3.3,5
4695,RA Jones Middle School,Florence,KY,41042,38.98885,-84.617783,6292,2013,Concrete,DISCatcher,9,2114,1.74,False,1,0,27,20.3,-0.7444444444444444,1.75,4
1217,Coon Creek,Ponca City,OK,74604,36.7898,-96.9187,10058,2018,Grass,Dynamic Patriot,6,2113,1.74,False,1,0,20,16.5,-0.5833333333333334,2.0,1
562,Boys Ranch DGC,Bedford,TX,76021,32.848058,-97.146177,8236,2016,Concrete,DISCatcher,9,2113,1.74,False,0,0,27,20.3,-0.7444444444444444,3.3,10
6016,Tirzah ARP Church DGC,York,SC,29745,34.997,-81.114,3585,2008,Pavers,DISCatcher,9,2112,1.74,False,0,0,28,20.3,-0.8555555555555555,2.5,8
4288,Oschwald Park,St. Nazianz,WI,54232,44.007532,-87.9278,1652,2003,Gravel,Mach 2,9,2112,1.74,False,1,0,27,20.3,-0.7444444444444444,1.86,7
5306,Sherwood Oaks,Bloomington,IN,47401,39.135378,-86.499111,1811,2005,Concrete,Basket,9,2111,1.74,False,0,0,35,20.3,-1.6333333333333333,2.05,10
1221,Cooper Gulch,Eureka,CA,95501,40.799858,-124.15254,1151,2004,Grass,Basket,9,2111,1.74,False,0,2,27,23.0,-0.4444444444444444,2.34,16
295,Basehor-Linwood Middle School DGC,Bonner Springs,KS,66012,39.093166,-94.947528,8403,2016,Grass,Mach 2,9,2110,1.74,False,0,0,27,20.4,-0.7333333333333335,1.0,1
5210,Scouting Woods DGC,Peabody,MA,01960,42.527826,-70.952008,6848,2013,Gravel,DISCatcher,9,2107,1.73,False,2,2,27,23.0,-0.4444444444444444,3.21,12
1092,Clarinda Lied Center DGC,Clarinda,IA,51632,40.738088,-95.026771,2699,2008,Grass,Basket,9,2106,1.73,False,0,0,35,20.3,-1.6333333333333333,2.0,2
1850,Falls Park,Pendleton,IN,46064,40.007052,-85.737374,6955,2014,Concrete,Spiderweb3,9,2106,1.73,False,0,1,27,21.6,-0.5999999999999999,3.0,5
3641,McChord Field DGC,Tacoma,WA,98439,47.128257,-122.488847,4383,2010,Grass,DGA,9,2105,1.73,False,0,0,23,20.3,-0.29999999999999993,1.17,3
5171,Sawyer Park,Greece,NY,14616,43.248798,-77.693089,5,2006,Dirt,DISCatcher,9,2105,1.73,False,0,2,27,20.5,-0.7222222222222222,1.95,28
2930,Karl Von Coldewey DGC,Milford,OH,45150,39.192485,-84.223015,4076,2010,Concrete,Lightning DB-5,9,2105,1.73,False,0,0,27,20.3,-0.7444444444444444,2.59,17
2059,Freestone Park,Gilbert,AZ,85234,33.364232,-111.765257,7709,2015,Concrete,DGA,9,2103,1.73,False,0,0,27,20.3,-0.7444444444444444,1.92,6
6730,Wyman Park,Sullivan,IL,61951,39.608048,-88.606147,3872,2008,Natural,Basket,9,2101,1.73,False,0,0,29,20.3,-0.9666666666666666,0.17,3
5999,Timber Dome DGC,Solon,IA,52333,41.807213,-91.510322,9132,2017,Dirt,Mach 3,9,2100,1.73,False,0,0,27,20.3,-0.7444444444444444,2.5,1
6504,Westview Park,Platteville,WI,53818,42.742923,-90.495747,2738,2008,Grass,Mach 3,9,2100,1.73,False,0,1,27,21.1,-0.6555555555555554,2.75,6
2935,Kathryn Abbey Hanna Park,Atlantic Beach,FL,32233,30.366261,-81.400473,1412,2007,Concrete,DISCatcher,9,2100,1.73,True,0,2,27,23.1,-0.4333333333333332,2.44,17
4471,Philomath Middle School DGC,Philomath,OR,97370,44.534191,-123.35659,1680,2004,Grass,DGA,9,2100,1.73,False,0,0,36,21.5,-1.6111111111111112,1.4,5
3793,Mills Park DGC,Gatlinburg,TN,37738,35.739311,-83.447835,1560,2006,Concrete,Mach 5,9,2100,1.73,False,2,1,28,21.6,-0.7111111111111109,2.81,58
1851,Fancher Davidge Park DGC,Middletown,NY,10940,41.4571,-74.4318,9603,2017,Gravel,DISCatcher,9,2096,1.73,True,0,2,27,26.3,-0.0777777777777777,3.17,3
6263,Van Zee Park,Port Orchard,WA,98366,47.524634,-122.644297,1962,2006,Concrete,Mach 5,9,2095,1.73,True,1,1,27,21.6,-0.5999999999999999,2.47,19
1303,Crest Street Park,Klamath Falls,OR,97603,42.200026,-121.7425,1164,2003,Rubber,Mach 2,9,2095,1.73,False,0,0,33,20.3,-1.411111111111111,1.81,8
2075,Front Range Christian School DGC,Littleton,CO,80128,39.592882,-105.068459,8472,2016,Mixed,Mach 3,9,2094,1.73,False,1,0,27,20.3,-0.7444444444444444,2.6,5
1339,Crusader DGC,Springfield,MO,65802,37.223463,-93.264125,5245,2012,Rubber,Monkey Trap,9,2094,1.73,False,1,0,27,20.3,-0.7444444444444444,3.0,13
2021,Fox River Park,Ottawa,IL,61350,41.352445,-88.83027,1286,2002,Concrete,DISCatcher,9,2093,1.73,False,0,1,27,21.6,-0.5999999999999999,1.78,9
986,Champlain DGC,Champlain,NY,12919,44.987339,-73.447868,7171,2014,Concrete,DISCatcher,9,2091,1.73,False,0,0,27,20.2,-0.7555555555555556,1.5,1
5749,Tall Timbers DGC,Heber-Overgaard,AZ,85928,34.400558,-110.563089,8559,2016,Rubber,Prodigy,9,2088,1.73,False,0,0,28,21.0,-0.7777777777777778,3.5,3
5650,Sugar Creek Park DGC,New Palestine,IN,46163,39.724542,-85.931475,4829,2011,Mixed,DISCatcher,9,2088,1.73,True,0,0,27,20.2,-0.7555555555555556,1.8,5
