,name,locality,region,postal_code,latitude,longitude,dgcr_id,year_established,tee_type,basket_type,holes,length,hours_to_play,multiple_layouts,hills,woods,par,sse,difficulty,rating,rating_count
2256,Great Bend DGC,Great Bend,KS,67530,38.372222,-98.793611,617,2005,Concrete,Mach 3,18,5719,3.1,False,0,0,56,46.3,-0.5388888888888891,2.64,7
1497,DISC @ Fall Creek,Lawrence,IN,46256,39.880128,-86.012081,6106,2013,Concrete,DISCatcher,27,5719,3.1,True,0,1,81,81.2,0.007407407407407513,3.47,17
5903,The Outback DGC,Greeley,CO,80634,40.417872,-104.788409,4409,2011,Concrete,Chainstar,18,5719,3.1,True,0,1,54,50.3,-0.2055555555555557,3.35,20
4720,Rand Park,Keokuk,IA,52632,40.409722,-91.383333,847,1982,Concrete,Gateway Titan,18,5718,3.1,True,0,1,56,50.3,-0.3166666666666668,3.28,9
2679,Hunter Park,Tulsa,OK,74133,36.02715,-95.90875,517,1998,Concrete,Mach 3,18,5716,3.1,True,1,1,55,51.8,-0.17777777777777792,3.7,33
1255,Courtland Township DGC,Rockford,MI,49341,43.17543,-85.484665,9917,2017,Concrete,Prodigy,18,5716,3.1,True,0,1,54,41.2,-0.7111111111111109,3.17,3
5447,South Fork DGC,North Bend,WA,98045,47.472574,-121.765257,11009,2019,Turf,DISCatcher,18,5715,3.1,False,0,0,55,46.6,-0.46666666666666656,3.5,3
5565,St. Francis Church,Orangeville,MI,49344,42.552262,-85.521006,4119,2010,Mixed,Mach New 2,18,5715,3.1,True,0,1,54,50.3,-0.2055555555555557,2.73,11
6027,Toledo Community DGC,Toledo,IA,52342,41.9946,-92.5949,625,1997,Grass,Gateway Titan,18,5714,3.1,False,0,0,56,46.3,-0.5388888888888891,2.63,4
5398,Skyview Park DGC,Norfolk,NE,68701,42.042018,-97.439649,601,2002,Concrete,Mach 3,18,5713,3.1,True,1,0,57,46.3,-0.5944444444444446,3.75,8
1870,Fayette County Park,Fayetteville,WV,25840,38.078679,-81.151794,9756,2018,Concrete,MVP Black Hole,18,5713,3.1,False,2,1,56,50.3,-0.3166666666666668,3.0,1
4039,Newman Park,Sweetwater,TX,79556,32.484407,-100.41012,1603,2003,Concrete,Basket,18,5712,3.1,False,1,1,57,51.8,-0.28888888888888903,2.5,7
4822,Richlands-Steed Park,Richlands,NC,28574,34.898014,-77.522171,1741,2000,Concrete,DISCatcher,21,5712,3.1,False,0,0,65,50.1,-0.7095238095238094,3.0,15
3603,Mason County Park - Beauty,Ludington,MI,49431,43.900533,-86.439717,708,1993,Concrete,DISCatcher,24,5711,3.1,False,2,2,72,65.1,-0.28750000000000026,3.96,37
5030,Roper Park - West,Lincoln,NE,68503,40.8493,-96.714916,498,1990,Concrete,Mach 3,18,5708,3.1,True,1,0,56,44.8,-0.6222222222222223,3.35,23
552,Bousquet Ski Area,Pittsfield,MA,01201,42.418,-73.279,4856,2011,Gravel,DISCatcher,18,5708,3.1,False,2,1,59,50.7,-0.46111111111111097,2.83,6
5061,Rothwell Park West - The Woods,Moberly,MO,65270,39.423771,-92.469059,3336,2009,Concrete,DISCatcher,18,5706,3.1,True,1,1,61,51.9,-0.5055555555555556,3.35,10
3977,Narrows DGC,Riverside,CA,92504,33.964703,-117.430728,9766,2018,Concrete,Dynamic Veteran,18,5704,3.09,False,1,0,54,46.3,-0.4277777777777779,3.75,6
103,Amy Lynch Memorial DGC,Buena Vista,CO,81211,38.846895,-106.124293,4209,2010,Concrete,DISCatcher,18,5703,3.09,True,1,1,54,50.3,-0.2055555555555557,3.0,10
6351,Wall Bicentennial Park,McPherson,KS,67460,38.365259,-97.655402,6902,2014,Grass,DISCatcher,18,5702,3.09,True,0,0,54,46.3,-0.4277777777777779,3.25,2
1528,Dolores River DGC,Gateway,CO,81522,38.68095,-108.981094,3353,2009,Rubber,Mach 3,18,5700,3.09,False,0,0,57,46.3,-0.5944444444444446,2.58,6
1442,DeFunk Disco,DeFuniak Springs,FL,32433,30.7443,-86.1241,9163,2017,Concrete,Mach 5,22,5700,3.09,True,0,1,69,59.8,-0.4181818181818183,3.08,6
4812,Resurrection Park,Hope Mills,NC,28348,34.906077,-78.902428,9159,2017,Rubber,DISCatcher,18,5700,3.09,False,0,0,56,46.1,-0.5499999999999999,1.67,3
6679,Wood County Veterans Memorial Park,Parkersburg,WV,,39.342014,-81.42854,5401,2012,Natural,DISCatcher,18,5700,3.09,True,1,1,54,45.7,-0.46111111111111097,3.56,8
3321,Liberty University - Camp Hydaway,Lynchburg,VA,24502,37.338348,-79.147144,8007,2015,Turf,Prodigy,20,5699,3.09,True,1,2,65,61.6,-0.16999999999999993,3.38,4
1542,Dorsey's Knob DGC,Morgantown,WV,26508,39.597778,-79.959167,4117,2010,Concrete,DISCatcher,18,5699,3.09,True,2,0,54,45.8,-0.4555555555555557,2.68,11
3091,Lake Atwood DGC,Atwood,KS,67730,39.814068,-101.045126,4903,2010,Concrete,Chainstar,18,5696,3.09,False,0,0,58,46.3,-0.6500000000000001,3.17,6
3362,Lion's Club DGC,Rolla,MO,65401,37.927748,-91.77898,3961,2010,Concrete,Gateway Titan,18,5695,3.09,True,0,2,60,55.1,-0.27222222222222214,3.94,27
1879,Fehringer Ranch,Littleton,CO,80235,39.643578,-105.117906,6931,2014,Concrete,Mach 3,18,5694,3.09,True,1,0,54,47.5,-0.3611111111111111,3.11,31
989,Chandler Park - Original,Tulsa,OK,74050,36.126428,-96.077049,1102,1981,Concrete,Mixed,18,5691,3.09,True,0,1,54,43.9,-0.5611111111111112,2.86,21
3335,Lincoln Drive Park - Regular,Grand Forks,ND,58201,47.906404,-97.017571,2979,2008,Concrete,DISCatcher,18,5691,3.09,True,0,1,54,51.1,-0.16111111111111104,3.78,9
6310,Village Greens Park,Greenwood Village,CO,80111,39.63658,-104.877334,6075,2013,Concrete,Mach 3,18,5690,3.09,False,1,0,58,45.2,-0.7111111111111109,3.12,33
3911,Mountaineer DGC,Gunnison,CO,81230,38.551392,-106.9185,1581,2011,Mixed,DISCatcher,18,5689,3.09,False,1,0,54,46.2,-0.4333333333333332,2.75,8
1466,Devens - The General,Devens,MA,01432,42.548117,-71.604096,6629,2013,Rubber,DISCatcher,18,5689,3.09,False,2,2,56,54.9,-0.06111111111111119,4.0,11
1455,Dena Dee DGC,Coffeyville,KS,67337,37.03987,-95.594051,9220,2017,Grass,Dynamic Patriot,18,5687,3.09,True,0,0,54,46.2,-0.4333333333333332,2.0,1
1671,East Roswell Park,Roswell,GA,30076,34.00213,-84.29787,213,2004,Concrete,DISCatcher,18,5687,3.09,True,2,2,56,55.3,-0.03888888888888905,3.7,84
6318,Vista Beast,Bolton Valley,VT,05477,44.421491,-72.85028,9227,2017,Natural,DISCatcher,18,5686,3.09,True,1,1,60,50.9,-0.5055555555555556,3.5,2
3741,Mesker Woods,Evansville,IN,47720,38.0004,-87.608583,9414,2017,Concrete,Prodigy,18,5685,3.09,False,2,2,57,54.5,-0.1388888888888889,4.0,3
1029,Chestnut Ridge - The Ravine,Orchard Park,NY,14127,42.722587,-78.744056,103,2001,Concrete,DISCatcher,18,5683,3.09,True,2,2,72,56.5,-0.8611111111111112,3.81,45
5631,Stonykill DGC ,Chatham,NY,12037,42.384554,-73.564711,6284,2013,Mixed,DISCatcher,18,5682,3.09,True,1,1,58,50.2,-0.4333333333333332,3.55,11
5119,Salmon River DGC,Cecilville,CA,96031,41.1406,-123.14,6891,2014,Concrete,Mach X,18,5682,3.09,False,1,1,57,50.1,-0.38333333333333325,4.13,4
3532,Majestic Enchantment DGC,Turley,NM,87412,36.753765,-107.764678,6090,2013,Natural,Home Made,18,5681,3.09,False,0,1,63,50.2,-0.7111111111111109,3.0,1
3875,Morehart Park,Little Rock (Mabelvale),AR,72103,34.652613,-92.382258,4135,2010,Concrete,DGA,18,5680,3.09,False,0,2,65,54.5,-0.5833333333333334,3.08,18
1673,East Swinney Park,Fort Wayne,IN,46802,41.073981,-85.160472,2524,2007,Concrete,Mixed,18,5680,3.09,False,0,0,54,46.2,-0.4333333333333332,2.93,14
526,Boggy Bayou DGC,Niceville,FL,32578,30.538317,-86.490842,8427,2016,Dirt,DISCatcher,18,5680,3.09,False,0,0,54,46.2,-0.4333333333333332,2.8,10
1444,DeGray Lower Lake DGC,Caddo Valley,AR,71923,34.175909,-93.098292,4770,2011,Concrete,DISCatcher,18,5680,3.09,False,0,1,75,50.1,-1.3833333333333333,3.9,20
1334,Crowleg DGC,Hanford,CA,93230,36.372179,-119.760681,6552,2013,Concrete,DGA,18,5680,3.09,True,0,1,54,45.8,-0.4555555555555557,3.25,2
4415,Pearsall Park,San Antonio,TX,78242,29.3546,-98.5987,3025,2008,Concrete,DISCatcher,18,5680,3.09,False,2,0,58,46.2,-0.6555555555555554,3.14,14
4913,Riverside Park,Hammond,IN,46324,41.570936,-87.505144,9424,2017,Mixed,DISCatcher,18,5677,3.08,True,0,0,58,46.0,-0.6666666666666666,2.5,2
363,Bellamy Park,Dover,NH,03820,43.179218,-70.89045,336,2002,Concrete,Chainstar,18,5677,3.08,True,1,2,60,51.5,-0.4722222222222222,3.42,42
4050,Nichols Park - North,Henryetta,OK,74437,35.408491,-95.975479,5167,2012,Dirt,TubeTone,18,5676,3.08,False,1,1,54,50.2,-0.21111111111111094,3.63,8
234,B. B. Owen Park,Dallas,TX,75201,32.881285,-96.699997,865,1995,Concrete,Mach 2,18,5670,3.08,True,0,0,54,46.2,-0.4333333333333332,3.27,44
3244,Laurelain Park,Reading,PA,19605,40.385916,-75.945319,7736,2015,Concrete,DISCatcher,18,5670,3.08,True,0,0,56,45.5,-0.5833333333333334,3.3,10
285,Barnet Park,Kinston,NC,28501,35.27875,-77.640483,904,1999,Concrete,DISCatcher,18,5668,3.08,True,0,1,67,50.1,-0.9388888888888888,3.9,31
5779,Terrace Creek,Mountlake Terrace,WA,98043,47.789001,-122.297302,33,1994,Concrete,Mach 3,18,5667,3.08,False,1,1,54,50.5,-0.19444444444444445,3.28,29
5866,The Hollows - South,Manchester,NH,03103,42.951903,-71.458948,9789,2018,Concrete,Dynamic Veteran,18,5667,3.08,True,1,2,55,54.4,-0.03333333333333341,3.5,3
2233,Grand Park,Fraser,CO,80482,39.929692,-105.790862,6345,2013,Dirt,Basket,18,5665,3.08,True,0,0,72,47.2,-1.3777777777777775,1.33,3
811,Camp Sloper,Southington,CT,06489,41.588799,-72.839425,1071,1999,Grass,Object,18,5664,3.08,False,0,0,70,46.2,-1.322222222222222,2.5,2
3497,Lyndon State College DGC,Lyndonville,VT,05851,44.536405,-72.022322,2997,2008,Concrete,Chainstar,18,5662,3.08,False,2,2,57,54.4,-0.14444444444444451,3.32,14
3563,Margreth Riemer Reservoir,Palatine,IL,60067,42.114397,-88.061986,1517,2004,Concrete,Mach 3,18,5662,3.08,True,2,0,55,46.4,-0.47777777777777786,2.92,38
4333,Page Park,Bristol,CT,06010,41.682596,-72.930342,3576,2009,Concrete,DISCatcher,18,5660,3.08,True,2,2,57,49.0,-0.4444444444444444,3.78,34
280,Barber Park,Greensboro,NC,27401,36.053156,-79.751989,900,1998,Dirt,Chainstar,18,5660,3.08,False,0,0,54,46.1,-0.43888888888888883,2.37,41
6650,Wingate University DGC,Wingate,NC,28174,34.986571,-80.440566,3081,2008,Grass,DISCatcher,18,5659,3.08,False,0,0,56,45.9,-0.5611111111111112,3.08,6
6396,Washington Park,Washington,IL,61571,40.713,-89.412,840,1998,Concrete,DISCatcher,18,5658,3.08,False,0,0,61,46.8,-0.7888888888888891,3.07,15
6255,Valley View Park,Waterloo,IA,50701,42.507378,-92.393255,1960,2000,Concrete,Mach 2,18,5656,3.08,True,1,0,54,46.1,-0.43888888888888883,2.68,14
2948,Kelley Park,McCook,NE,69001,40.209983,-100.61947,1416,2006,Concrete,Mach 5,18,5655,3.08,True,2,1,54,50.1,-0.2166666666666666,4.0,15
5388,Sky Ranch DGC,Clinton,MT,59825,46.723681,-113.667053,8435,2016,Rubber,DISCatcher,18,5655,3.08,True,1,1,56,48.6,-0.41111111111111104,3.94,9
3340,Lincoln Park,Blaine,WA,98230,48.997373,-122.727484,9811,2018,Gravel,Basket,18,5655,3.08,True,1,1,56,46.5,-0.5277777777777778,2.75,4
4888,Riverbend Park - South,Oroville,CA,95965,39.498577,-121.577336,2461,2000,Concrete,Chainstar,18,5653,3.08,True,0,2,54,52.0,-0.1111111111111111,3.28,18
2305,Grove City,Grove City,PA,16127,41.163721,-80.101018,4667,2010,Dirt,DISCatcher,18,5653,3.08,False,0,1,59,50.1,-0.49444444444444435,2.97,18
5262,Shady Oaks Park,Sacramento (Orangevale),CA,95662,38.696589,-121.2246,1804,1982,Concrete,Mach X,18,5652,3.07,True,0,1,54,48.8,-0.28888888888888903,3.91,70
5417,Sned-Acres DGC,Ovid,NY,14521,42.703539,-76.750972,2715,2008,Grass,Lightning DB-5,18,5651,3.07,True,0,0,63,46.1,-0.9388888888888888,1.58,6
6319,Vista Del Camino Park,Scottsdale,AZ,85257,33.458666,-111.91483,920,1984,Concrete,Chainstar,18,5650,3.07,True,0,0,54,51.5,-0.1388888888888889,3.41,54
6599,William Harbin Park,Fairfield,OH,45014,39.3155,-84.5749,875,1999,Concrete,Mach 5,18,5650,3.07,False,1,0,68,46.1,-1.2166666666666666,3.22,37
3907,Mountain Pride Park,Murrieta,CA,92562,33.579069,-117.218416,4606,2011,Mixed,DISCatcher,18,5650,3.07,True,1,1,54,45.0,-0.5,3.92,31
4135,NorthRidge Church,Plymouth,MI,48170,42.372611,-83.533178,5610,2012,Mixed,Chainstar,18,5648,3.07,True,1,0,57,43.6,-0.7444444444444444,3.04,13
4428,Pendleton Community Park,Pendleton,OR,97801,45.65219,-118.82604,3474,2009,Mixed,DISCatcher,18,5647,3.07,True,2,0,56,46.1,-0.5499999999999999,2.85,13
4687,Quarries DGC,Websterville,VT,05678,44.157101,-72.469753,6781,2013,Mixed,Mach 5,18,5645,3.07,True,1,2,61,54.3,-0.3722222222222224,3.17,6
283,Barfield Crescent Park,Murfreesboro,TN,37130,35.781315,-86.413284,272,2001,Concrete,Mach 3,18,5645,3.07,False,1,1,57,49.3,-0.4277777777777779,3.38,40
3179,Lake Wilson,Wilson,NC,27893,35.79068,-77.92016,4125,2010,Gravel,DISCatcher,18,5644,3.07,False,0,0,57,46.1,-0.6055555555555555,2.91,22
6771,Zube Park DGC,Hockley,TX,77447,30.027577,-95.815284,8712,2016,Concrete,Chainstar,18,5643,3.07,False,0,0,55,46.1,-0.49444444444444435,3.25,10
3534,Malabar Disc Golf,Malabar,FL,32950,27.997819,-80.584229,1512,2006,Concrete,Chainstar,18,5641,3.07,False,0,2,54,52.5,-0.08333333333333333,2.45,19
3484,Lustig Park,Janesville,WI,53546,42.666386,-89.038994,317,2002,Concrete,Mach 5,18,5641,3.07,True,2,1,54,50.0,-0.2222222222222222,3.47,30
5851,The Glen,Richmond,IN,47374,39.83254,-84.868379,7956,2015,Concrete,Basket,18,5640,3.07,False,1,1,56,51.2,-0.2666666666666665,3.46,12
358,Begg Park,Springfield,MI,49015,42.325018,-85.26524,291,2005,Concrete,Basket,18,5640,3.07,False,1,1,54,50.0,-0.2222222222222222,3.3,20
1883,Fellowship Creek DGC,Russellville,AR,72801,35.297999,-93.131491,8388,2016,Rubber,Monkey Trap,19,5640,3.07,False,0,1,59,51.5,-0.39473684210526316,4.0,2
5166,Savannah DGC,Savannah,TN,38372,35.213698,-88.230573,7616,2015,Concrete,DISCatcher,18,5639,3.07,True,0,0,57,47.8,-0.5111111111111113,3.07,7
1328,Crossroad DGC,New Smyrna Beach,FL,32168,29.009451,-81.061937,8497,2015,Concrete,DISCatcher,18,5639,3.07,True,0,1,54,50.0,-0.2222222222222222,2.5,1
4526,Pinnacle,Newport,NH,03773,43.376298,-72.177832,2456,2007,Gravel,Basket,18,5638,3.07,True,2,2,60,55.0,-0.2777777777777778,3.68,25
2642,Horseshoe Bend DGC,Bandera,TX,78003,29.715974,-99.080424,10657,2019,Gravel,Mach 3,18,5633,3.07,False,0,1,57,50.0,-0.3888888888888889,3.67,3
527,Bogue Chitto State Park DGC ,Franklinton,LA,70438,30.756764,-90.144432,11280,2020,Dirt,Mach 5,18,5633,3.07,True,1,2,55,53.7,-0.07222222222222206,3.25,2
5115,Salem Disc Golf Academy,South Salem,OH,45681,39.33189,-83.309417,8413,2015,Natural,Home Made,20,5632,3.07,True,0,1,60,53.1,-0.3449999999999999,4.17,3
1104,Clay Park - Eastwood,Liverpool,NY,13090,43.151167,-76.181372,8576,2016,Concrete,Mach 5,18,5632,3.07,False,0,2,57,54.6,-0.13333333333333325,3.0,2
5032,Roscoe Ewing Park,Medina,OH,44256,41.130957,-81.845881,1777,1978,Concrete,Mach 5,16,5631,3.07,True,1,1,50,47.1,-0.1812499999999999,3.9,48
4944,Roane County Park DGC,Harriman,TN,37748,35.862613,-84.591401,3714,2009,Concrete,DISCatcher,18,5630,3.07,False,0,1,60,50.0,-0.5555555555555556,3.73,13
114,Angel Fire Resort,Angel Fire,NM,87710,36.390473,-105.280738,4484,2010,Rubber,Basket,18,5629,3.07,True,1,1,54,50.0,-0.2222222222222222,3.0,1
4114,North Sandusky DGC,Sesser,IL,62884,38.071755,-88.990371,7077,2013,Concrete,DISCatcher,18,5628,3.07,False,0,1,60,51.2,-0.4888888888888887,3.33,3
1162,Coleman Park,Sulphur Springs,TX,75482,33.132239,-95.622575,6622,2013,Concrete,DISCatcher,18,5628,3.07,True,0,0,54,46.3,-0.4277777777777779,2.67,6
5963,The Woodsman DGC,Ontario,OH,44906,40.764927,-82.639347,8309,2016,Concrete,DISCatcher,18,5625,3.06,True,1,2,56,50.9,-0.28333333333333344,3.7,5
1082,City Park,Altus,OK,73521,34.653889,-99.320456,1123,1998,Natural,Basket,18,5624,3.06,False,0,0,54,45.9,-0.45000000000000007,1.4,5
4369,Park Circle DGC,North Charleston,SC,29405,32.881134,-79.987068,8464,2003,Concrete,Mixed,18,5623,3.06,False,0,0,54,45.2,-0.4888888888888887,3.19,8
5178,Schenley Park,Pittsburgh,PA,15207,40.430752,-79.945801,106,1988,Concrete,Mach 3,18,5618,3.06,True,1,1,57,49.0,-0.4444444444444444,2.94,53
3938,Muldoon Park,Pelham,NH,03076,42.749912,-71.341299,4935,2006,Rubber,DISCatcher,18,5617,3.06,False,0,1,56,49.9,-0.33888888888888896,3.2,25
2906,Junction County Park,Junction,TX,76849,30.485774,-99.759593,3511,2008,Concrete,DISCatcher,24,5616,3.06,True,0,1,72,66.6,-0.22500000000000023,3.42,6
5433,Somerset DGC,Somerset,WI,54025,45.132235,-92.65864,4109,2010,Mixed,Chainstar,18,5616,3.06,True,1,1,57,48.7,-0.46111111111111097,3.44,16
5701,Sunset Park,Branson,MO,65616,36.636808,-93.230823,1888,2004,Grass,DISCatcher,18,5613,3.06,True,0,1,54,49.9,-0.22777777777777786,2.32,19
6624,Willow Springs DGC,Ponca City,OK,74601,36.690815,-97.07133,10154,2018,Concrete,Dynamic Patriot,18,5612,3.06,True,1,0,54,45.9,-0.45000000000000007,3.5,1
1436,Deerfield Park - Original,Mt. Pleasant,MI,48858,43.595278,-84.893056,3417,2009,Concrete,DISCatcher,18,5612,3.06,True,1,2,58,54.1,-0.2166666666666666,4.25,30
4567,Plantation Heritage Park,Plantation,FL,33317,26.108163,-80.22382,5521,2013,Concrete,Chainstar,18,5612,3.06,True,0,1,56,50.5,-0.3055555555555556,3.48,20
2780,Jack Brooks Park - Gulf Meadows,Hitchcock,TX,77563,29.369147,-95.042451,1391,1995,Concrete,Chainstar,18,5611,3.06,False,0,1,54,49.8,-0.2333333333333335,3.63,24
4622,Powder Mill DGC,Marquette,MI,49855,46.569165,-87.406948,6239,2013,Rubber,DISCatcher,18,5610,3.06,True,1,2,55,54.1,-0.04999999999999992,4.18,11
3659,McGraft Park,Muskegon,MI,49441,43.212016,-86.283083,803,1999,Concrete,DISCatcher,18,5609,3.06,True,1,1,56,50.0,-0.3333333333333333,2.95,28
5063,Round Barn DGC,Manhattan,IL,60442,41.450222,-87.999539,5508,2012,Concrete,Mach 5,36,5609,3.06,True,0,0,56,46.0,-0.2777777777777778,3.5,21
2652,Hoyt Grove,Stillwater,OK,74074,36.108971,-97.044907,205,2006,Concrete,Dynamic Recruit,18,5607,3.06,False,0,2,54,54.1,0.005555555555555635,3.03,16
6634,Winchester City Park,Winchester,TN,37398,35.205166,-86.13115,758,1979,Concrete,Mach 1,19,5606,3.06,False,1,0,59,47.5,-0.6052631578947368,3.0,6
3479,Lufbery Park,Wallingford,CT,06492,41.459195,-72.840525,5182,2013,Mixed,Basket,18,5606,3.06,False,1,0,56,46.0,-0.5555555555555556,3.55,20
2077,Frontier Park,Hays,KS,67601,38.864126,-99.339194,1294,1984,Concrete,Dynamic Veteran,42,5606,3.06,True,0,1,69,57.8,-0.2666666666666667,3.48,21
1138,Cloudland Canyon State Park,Rising Fawn,GA,30738,34.826817,-85.478166,1131,2002,Concrete,DISCatcher,18,5605,3.06,False,1,0,54,42.5,-0.6388888888888888,3.03,30
6099,Triple Creek Park,Gallatin,TN,37066,36.408203,-86.427795,377,1997,Concrete,DISCatcher,18,5602,3.06,True,0,1,54,50.0,-0.2222222222222222,2.83,21
1959,Foothills DGC,Easley,SC,29642,34.8041,-82.585267,534,2003,Concrete,DISCatcher,18,5601,3.06,True,1,2,59,54.2,-0.2666666666666665,3.58,32
5186,School House Gulch,Prescott,AZ,86301,34.487493,-112.44418,1791,1989,Dirt,Object,18,5601,3.06,False,1,1,54,47.5,-0.3611111111111111,3.0,7
3260,Lazarre DGC - Original,West Monroe,LA,71291,32.484488,-92.115823,1466,1998,Mixed,DISCatcher,21,5600,3.06,True,0,1,72,57.0,-0.7142857142857143,3.73,15
1006,Chautauqua Park,Beloit,KS,67420,39.455112,-98.115276,1106,1995,Concrete,Mach 3,18,5600,3.06,False,0,1,54,50.7,-0.18333333333333318,3.17,6
313,Baylor Park,Norwood Young America,MN,55368,44.80981,-93.941899,2422,2007,Grass,Mach 5,18,5600,3.06,False,0,0,54,45.0,-0.5,2.69,8
2949,Kellogg Lake DGC,Carthage,MO,64836,37.1867,-94.2953,6296,2013,Concrete,Monkey Trap,18,5600,3.06,False,0,0,54,46.3,-0.4277777777777779,2.93,7
5769,TCC Northwest Campus,Fort Worth,TX,76179,32.828896,-97.391497,6816,2014,Concrete,DISCatcher,18,5598,3.05,False,1,0,56,45.9,-0.5611111111111112,2.95,11
3388,Little Black Creek - Eagles Nest,Lumberton,MS,39455,31.086551,-89.484101,10795,2019,Natural,Mach 5,18,5598,3.05,False,1,1,56,49.8,-0.3444444444444446,3.0,1
6159,Tye F. Cunningham DGC,Edmond,OK,73013,35.686006,-97.507398,1940,2004,Concrete,DGA,18,5596,3.05,True,0,1,54,47.5,-0.3611111111111111,3.54,25
5812,The Breakers,West Olive,MI,49460,42.933935,-86.157917,10010,2018,Concrete,Prodigy,18,5595,3.05,False,1,1,55,49.6,-0.29999999999999993,3.88,8
3706,Melvin Miller Park,Urbana,OH,43078,40.118505,-83.729953,6474,2013,Asphalt,DISCatcher,18,5595,3.05,True,1,1,61,49.7,-0.6277777777777777,4.0,18
3593,Mary Rutan DGC,Bellefontaine,OH,43311,40.367979,-83.751912,2744,2008,Concrete,DISCatcher,18,5595,3.05,True,0,1,61,50.5,-0.5833333333333334,3.24,19
1950,Flying DGC @ Fort Rucker,Fort Rucker,AL,36362,31.338619,-85.70485,5923,2012,Concrete,DISCatcher,18,5595,3.05,True,1,0,55,45.9,-0.5055555555555556,3.06,9
2724,Indian Creek Park DGC,Rutledge,GA,30663,33.60027,-83.595148,4163,2010,Concrete,DISCatcher,18,5592,3.05,True,2,2,56,54.0,-0.1111111111111111,3.85,30
4949,Robbins Park,Cornelius,NC,28031,35.461331,-80.885722,6945,2014,Concrete,DISCatcher,18,5590,3.05,True,1,1,57,50.4,-0.36666666666666675,3.81,21
6065,Town of Olathe DGC,Olathe,CO,81425,38.591903,-107.97405,3805,2004,Natural,DISCatcher,18,5588,3.05,True,1,0,54,45.9,-0.45000000000000007,3.08,6
3642,McClain Park,San Antonio,TX,78247,29.588867,-98.394167,648,2007,Concrete,DISCatcher,18,5586,3.05,True,0,1,56,49.8,-0.3444444444444446,3.68,37
66,Alex Clark Memorial DGC,McKinney,TX,75069,33.187435,-96.645515,333,1992,Concrete,Mach 3,18,5582,3.05,True,0,1,54,46.8,-0.40000000000000013,3.46,59
6664,Winthrop University Lakefront,Rock Hill,SC,29733,34.941437,-81.015846,322,1993,Concrete,DISCatcher,18,5581,3.05,False,0,0,54,44.5,-0.5277777777777778,3.41,43
4170,Oak Grove Park,Fargo,ND,58102,46.881784,-96.770502,5353,1980,Concrete,Mach 5,18,5578,3.05,True,0,1,54,49.8,-0.2333333333333335,3.41,11
5807,The Blockhouse - Darkside,Spotsylvania,VA,22553,38.155685,-77.642827,2764,2001,Turf,Mach 3,18,5578,3.05,False,1,2,54,53.9,-0.005555555555555635,4.09,29
3709,Memorial Hills DGC,Huntington,IN,46750,40.878445,-85.507941,4729,2008,Concrete,Mach 3,18,5575,3.05,False,1,0,56,44.5,-0.6388888888888888,3.5,9
1437,Deerfield Park - Wildwood,Mt. Pleasant,MI,48858,43.5936,-84.8923,6308,2013,Concrete,Chainstar,18,5575,3.05,True,1,2,57,53.9,-0.1722222222222223,4.22,9
2761,Ironworks Hills DGC,Winchester,KY,40391,37.975818,-84.103185,7549,2008,Concrete,Mach New 2,18,5574,3.05,True,2,1,58,49.9,-0.45000000000000007,3.92,6
2245,Grant County Park,Crittenden,KY,41030,38.774682,-84.605257,11076,2019,Concrete,Prodigy,18,5573,3.05,False,1,1,55,49.7,-0.2944444444444443,3.0,2
6342,Wagner Park,Royal Oak,MI,48067,42.511932,-83.145264,167,1987,Concrete,DISCatcher,18,5573,3.05,True,0,1,54,49.7,-0.23888888888888873,2.65,27
1178,Colorado Mountain College - Leadville,Leadville,CO,80461,39.232992,-106.303497,1138,1997,Concrete,Mach 2,18,5572,3.04,False,2,1,56,49.7,-0.34999999999999987,3.96,27
6312,Village Park,Sussex,WI,53089,43.12978,-88.233175,1971,2003,Concrete,Mach 3,18,5571,3.04,False,1,0,54,43.8,-0.5666666666666669,3.13,30
4813,Revelation Mountain,Pell City,AL,35125,33.595819,-86.314274,5955,2012,Concrete,Mach 5,18,5570,3.04,False,2,0,54,45.8,-0.4555555555555557,2.17,6
1582,Dry Creek Parkway,Cheyenne,WY,82001,41.153695,-104.75425,1202,1996,Concrete,Mach 5,18,5570,3.04,False,0,0,54,45.4,-0.47777777777777786,3.02,22
1595,Dunbar Park,Lake Jackson,TX,77566,29.05442,-95.4601,3246,2009,Grass,DISCatcher,18,5570,3.04,True,0,0,55,45.8,-0.5111111111111113,3.04,12
